# 函戈五笔 拼音码表
# 格式：拼音	汉字	权重
# 来源：rime-pinyin-simp + rime-luna-pinyin
# 条目数：119004
lianxu	连续	5936
man	蛮	5936
zhuti	主题	5935
duli	独立	5934
nazhong	那种	5934
neizhong	那种	5934
wu	唔	5933
zhongguoren	中国人	5933
tongzhi	同志	5932
daili	代理	5931
jiangdi	降低	5931
zhiye	职业	5930
conglai	从来	5929
pinglun	评论	5928
yu	鱼	5928
zhang	长	5928
zhi	值	5928
jike	即可	5927
ma	骂	5927
xiangying	相应	5927
jingli	经理	5926
nvsheng	女生	5926
yuefen	月份	5926
pei	陪	5925
xingneng	性能	5925
yuanze	原则	5925
zonghe	综合	5925
conger	从而	5922
dangnian	当年	5922
gaige	改革	5922
ji	既	5922
ku	哭	5921
yingwen	英文	5921
zhen	镇	5921
meinian	每年	5919
tongku	痛苦	5919
yishu	艺术	5919
xieyi	协议	5918
yishi	意识	5918
jian	建	5917
xi	洗	5917
li	力	5914
xiaofei	消费	5914
yingguo	英国	5914
dong	懂	5913
jiemu	节目	5913
shanglai	上来	5912
haineng	还能	5911
shangpin	商品	5911
nabian	那边	5910
neibian	那边	5910
tishi	提示	5909
heli	合理	5908
yongyu	用于	5907
yingdang	应当	5906
dengdai	等待	5905
xingdong	行动	5905
xingxiang	形象	5905
shuang	双	5904
kou	口	5903
ganshenme	干什么	5902
zuidade	最大的	5902
beijing	背景	5901
fanyi	翻译	5901
jiuzai	就在	5901
laidao	来到	5901
liyou	理由	5901
tade	它的	5901
zhongjian	中间	5901
chixu	持续	5900
fahui	发挥	5900
huidao	回到	5900
shiye	事业	5900
zhi	指	5900
die	跌	5899
laoda	老大	5899
zhiding	制定	5899
zhuiqiu	追求	5899
jiran	既然	5898
liuxia	留下	5898
pifu	皮肤	5898
buhaoyisi	不好意思	5897
gongbu	公布	5897
huo	活	5897
qiu	球	5897
reng	仍	5897
butai	不太	5896
dabufen	大部分	5896
banli	办理	5895
chengshu	成熟	5895
heshi	合适	5895
jiusuan	就算	5895
lian	练	5895
dangqian	当前	5894
duole	多了	5894
jiaoshou	教授	5894
jingzheng	竞争	5894
tianjia	添加	5894
dong	东	5893
nvxing	女性	5891
kanguo	看过	5890
jiayou	加油	5889
budong	不懂	5888
chuangxin	创新	5888
gaoxing	高兴	5888
pangbian	旁边	5888
neicun	内存	5887
xinku	辛苦	5887
jiandao	见到	5885
guifan	规范	5884
hulianwang	互联网	5884
qing	清	5884
shide	使得	5884
ti	提	5884
yi	亿	5884
chongqing	重庆	5882
chu	除	5882
niyao	你要	5882
zhengshi	正是	5882
yingpan	硬盘	5881
gongji	攻击	5879
xiangxi	详细	5879
zuodao	做到	5879
tianya	天涯	5877
bijiben	笔记本	5875
guanzhong	观众	5875
kelian	可怜	5875
rencai	人才	5875
zoule	走了	5875
youshi	有时	5874
caishi	才是	5873
youshi	又是	5873
xunzhao	寻找	5872
dapan	大盘	5871
tong	通	5871
yun	云	5871
huoxu	或许	5870
zhudong	主动	5870
bingdu	病毒	5869
teshu	特殊	5869
zhidao	指导	5869
gaishan	改善	5868
xiajiang	下降	5868
xunsu	迅速	5868
bili	比例	5867
haojiu	好久	5867
shangye	商业	5867
cuoshi	措施	5866
gengshi	更是	5865
fangjian	房间	5864
jingdian	经典	5864
jiuneng	就能	5864
mingnian	明年	5864
shangqu	上去	5864
jiu	酒	5863
youxiu	优秀	5863
buqu	不去	5862
chong	冲	5862
e	饿	5862
jinzhang	紧张	5862
qiguai	奇怪	5861
qunzhong	群众	5861
youxian	有限	5860
chuyu	处于	5859
tiqian	提前	5859
buzu	不足	5858
daoshi	倒是	5858
touzizhe	投资者	5858
dique	的确	5857
haoba	好吧	5857
mao	猫	5856
shanghai	伤害	5856
qidai	期待	5855
xixi	嘻嘻	5855
yilai	以来	5855
buke	不可	5854
daizhe	带着	5854
guimo	规模	5854
mie	咩	5854
piao	票	5854
biaoda	表达	5852
jia	假	5850
jushuo	据说	5850
bingbushi	并不是	5849
jinliang	尽量	5849
jiudian	酒店	5849
jiekou	接口	5848
jiu	久	5847
bing	病	5846
dongzuo	动作	5846
jiaodu	角度	5846
jineng	技能	5846
liu	六	5846
meiyuan	美元	5846
buliao	不了	5845
panduan	判断	5845
xiaoshuo	小说	5845
guangdong	广东	5844
zishen	自身	5844
guize	规则	5843
hexin	核心	5842
hua	画	5842
qubie	区别	5842
bei	呗	5841
ceng	曾	5841
deguo	德国	5841
jinlai	进来	5841
nishuo	你说	5841
qingsong	轻松	5841
shouduan	手段	5841
tixi	体系	5841
tixian	体现	5841
zhengli	整理	5841
zhua	抓	5841
cankao	参考	5840
ping	平	5840
youshihou	有时候	5840
youxiang	邮箱	5840
zhiyu	至于	5840
chukou	出口	5839
zhangwo	掌握	5839
zhanlue	战略	5839
fangxin	放心	5838
duan	段	5837
haokan	好看	5837
ji	急	5837
yiduan	一段	5837
zhanghao	帐号	5837
rangta	让他	5836
tao	套	5836
chuangzao	创造	5835
ke	课	5835
shiqi	时期	5835
bimian	避免	5833
jiechu	接触	5833
shixing	实行	5833
sikao	思考	5833
yao	药	5833
biande	变得	5832
tuiguang	推广	5832
yemei	也没	5831
chongfen	充分	5830
xinzhong	心中	5830
ziwo	自我	5830
zhaokai	召开	5829
cao	草	5828
zhongyang	中央	5828
ren	任	5827
geshi	格式	5825
tudi	土地	5825
cheng	城	5824
juli	距离	5824
li	理	5824
liuyan	留言	5824
peiyang	培养	5824
zhanzai	站在	5824
liangren	两人	5823
mingcheng	名称	5823
ouzhou	欧洲	5823
jiaban	加班	5822
luo	罗	5822
yangguang	阳光	5822
xiyin	吸引	5821
kuaisu	快速	5820
ling	令	5820
xiangqi	想起	5820
xiaojie	小姐	5820
yiju	一句	5820
huo	货	5819
woshuo	我说	5819
zhifu	支付	5819
chang	唱	5818
qiangdiao	强调	5818
yu	雨	5818
jibenshang	基本上	5817
buzai	不在	5816
fujian	附件	5816
wuhan	武汉	5816
xiandai	现代	5816
yidan	一旦	5816
zhilei	之类	5816
zuo	左	5816
zichan	资产	5815
tuijin	推进	5814
yo	哟	5814
tuidong	推动	5813
lan	蓝	5812
lixiang	理想	5812
feiji	飞机	5811
renshi	人士	5811
jinri	今日	5810
lunwen	论文	5810
zaiyu	在于	5810
qiang	抢	5809
chang	常	5808
baozhang	保障	5807
cai	菜	5807
sheji	涉及	5807
zhuren	主任	5807
se	色	5806
cici	此次	5805
diwei	地位	5805
wangye	网页	5804
geita	给他	5803
xian	县	5803
bianji	编辑	5802
wangle	忘了	5802
jianzhu	建筑	5801
jujue	拒绝	5801
yichang	一场	5801
hun	混	5800
xiangxiang	想想	5800
jiuxing	就行	5799
xiaohai	小孩	5799
zhichu	指出	5799
zhujian	逐渐	5799
jinkuai	尽快	5798
tuandui	团队	5798
chule	出了	5797
ji	集	5797
yikuai	一块	5797
lirun	利润	5796
minzu	民族	5796
wendang	文档	5796
buda	不大	5795
chengdan	承担	5795
daxiao	大小	5795
ganma	干吗	5795
guangda	广大	5795
jiubu	就不	5795
jiuyou	就有	5795
nijiu	你就	5795
pingjun	平均	5795
qianglie	强烈	5795
shangzhang	上涨	5795
tongchang	通常	5795
gan	感	5794
gege	各个	5794
zuochu	作出	5794
cao	操	5793
gongkai	公开	5793
huo	火	5793
tupo	突破	5793
gan	敢	5792
yipian	一片	5792
zhanshi	战士	5792
zhuanqian	赚钱	5791
jiao	较	5790
shufu	舒服	5790
youzhe	有着	5790
zaijia	在家	5789
faguo	法国	5788
tui	退	5788
wanmei	完美	5788
zixun	咨询	5788
dalu	大陆	5787
fang	房	5787
buduo	不多	5786
chongman	充满	5786
nan	南	5784
jiuhao	就好	5783
zhenghao	正好	5783
jizhi	机制	5782
lian	脸	5782
tianqi	天气	5782
zuozai	坐在	5782
huanzhe	患者	5781
po	破	5781
baocun	保存	5780
chaoji	超级	5780
shangshu	上述	5780
yunxu	允许	5780
ciji	刺激	5779
congshi	从事	5779
jian	件	5778
zhuangkuang	状况	5778
fuzeren	负责人	5777
o	噢	5777
quefa	缺乏	5777
tianjin	天津	5777
e	呃	5776
zuochu	做出	5776
ditu	地图	5775
jiyu	基于	5775
laozi	老子	5775
ruxia	如下	5775
sushe	宿舍	5775
huaiyi	怀疑	5773
wu	吴	5773
daxing	大型	5771
henyou	很有	5771
qiangda	强大	5771
weizhu	为主	5771
shili	实力	5770
de	德	5769
dianxin	电信	5769
dingyi	定义	5769
liucheng	流程	5769
nadao	拿到	5769
nanyi	难以	5769
paishe	拍摄	5769
guole	过了	5768
jie	借	5768
jinwan	今晚	5768
liangtian	两天	5768
sheng	声	5768
sha	傻	5767
ke	克	5766
xue	雪	5766
zheng	整	5766
zhewei	这位	5766
gaosu	高速	5765
han	喊	5765
kaifang	开放	5765
zhongda	重大	5765
zongjie	总结	5765
ganjin	赶紧	5764
guancha	观察	5764
biaoming	表明	5761
ju	局	5761
tiao	跳	5761
tijiao	提交	5760
bu	补	5759
yizhi	一只	5759
chengyuan	成员	5758
mulu	目录	5758
weiruan	微软	5758
chengzhang	成长	5757
yang	养	5757
youkong	有空	5757
e	恶	5756
hua	华	5756
maodun	矛盾	5756
mouxie	某些	5756
quebao	确保	5756
shijian	实践	5755
tuan	团	5755
xian	现	5755
xiangbi	相比	5755
huibuhui	会不会	5753
lianhe	联合	5753
quxiao	取消	5752
xiaode	晓得	5752
quanli	权利	5751
menkou	门口	5750
yiban	一半	5750
fan	反	5749
fasong	发送	5749
canshu	参数	5748
tixing	提醒	5748
wanjia	玩家	5748
weidao	味道	5748
yitao	一套	5748
juese	角色	5747
shangsheng	上升	5746
za	砸	5745
dai	待	5744
gaoji	高级	5744
shenru	深入	5744
shiying	适应	5744
xiande	显得	5744
pian	篇	5743
xiangyao	想要	5742
fan	烦	5740
miaoshu	描述	5740
shenmeshihou	什么时候	5740
gen	根	5739
liji	立即	5739
lushang	路上	5739
sunshi	损失	5739
tou	投	5739
xunlian	训练	5739
zhongshi	重视	5739
chedi	彻底	5738
yiming	一名	5738
lingren	令人	5737
langfei	浪费	5736
yinxiang	印象	5736
qiu	求	5735
shen	深	5735
xueyuan	学院	5735
zhuming	著名	5735
daoli	道理	5734
guding	固定	5734
kuoda	扩大	5734
shenfen	身份	5734
shangwu	商务	5733
shijishang	实际上	5733
chengren	承认	5732
fachu	发出	5732
yizhi	一致	5732
chakan	查看	5731
qin	亲	5731
zhanshi	展示	5731
dian	电	5729
shuole	说了	5729
yingxiong	英雄	5729
baidu	百度	5728
xiangtong	相同	5728
xiaoshi	消失	5728
zhizao	制造	5728
mianshi	面试	5727
pei	配	5727
wanyuan	万元	5727
zhiwai	之外	5727
shen	沈	5725
xiu	修	5725
xuehui	学会	5725
zhizhong	之中	5725
jiaotong	交通	5723
jingcha	警察	5723
jinjin	仅仅	5723
ba	八	5722
kuan	款	5722
genwo	跟我	5721
tese	特色	5721
zhi	知	5721
biaoqing	表情	5720
daan	答案	5720
ye	叶	5720
gui	鬼	5719
dushu	读书	5718
he	何	5718
qingchu	清除	5718
zuiduo	最多	5718
gandong	感动	5717
liangnian	两年	5717
zhongduo	众多	5717
nvzi	女子	5714
bushuo	不说	5713
douneng	都能	5713
shiyan	实验	5713
shoufei	收费	5713
qi	器	5712
shi	试	5712
zhaoge	找个	5712
zhengqu	争取	5712
gaodu	高度	5711
shiji	世纪	5711
xizao	洗澡	5711
naxie	哪些	5710
yousuo	有所	5710
taiyang	太阳	5709
zhouwei	周围	5709
zhuanzai	转载	5709
zucheng	组成	5709
heise	黑色	5708
jinqi	近期	5708
mianlin	面临	5707
nianling	年龄	5707
xingge	性格	5706
le	乐	5705
manyi	满意	5705
xie	谢	5705
qushi	趋势	5704
shunli	顺利	5704
daoyan	导演	5703
geyue	个月	5703
jiance	检测	5703
ceng	层	5702
duoge	多个	5702
guli	鼓励	5702
mu	木	5702
weiyu	位于	5702
bei	北	5701
jin	仅	5701
shangke	上课	5701
shizhong	始终	5701
shishang	时尚	5700
shiwo	是我	5699
weisha	为啥	5699
zengqiang	增强	5699
jianghui	将会	5698
daikuan	贷款	5697
kanfa	看法	5697
nvpengyou	女朋友	5697
haihui	还会	5696
jibie	级别	5696
rou	肉	5696
fen	份	5695
qingxu	情绪	5695
renminbi	人民币	5695
daji	打击	5693
loushang	楼上	5693
tuchu	突出	5693
yisheng	一声	5693
zhibiao	指标	5693
zhong	重	5693
budui	不对	5692
henjiu	很久	5692
jiyi	记忆	5692
jubei	具备	5692
qing	情	5692
xuanbu	宣布	5692
zhao	赵	5692
eryan	而言	5691
tiyan	体验	5691
xu	需	5691
ji	记	5690
jinzhi	禁止	5690
nongye	农业	5690
gongye	工业	5688
yisheng	一生	5688
zhiding	指定	5688
duiwo	对我	5687
mokuai	模块	5686
qi	七	5685
wohai	我还	5685
he	合	5684
liu	流	5684
nengfou	能否	5684
shengqi	生气	5683
duibuqi	对不起	5682
lie	列	5682
shengri	生日	5682
shougou	收购	5682
toufa	头发	5682
duoci	多次	5680
ga	噶	5680
laoren	老人	5680
lun	论	5680
sheng	升	5680
xiaolv	效率	5680
yange	严格	5680
zhao	招	5680
buchong	补充	5679
dingwei	定位	5679
duiwu	队伍	5679
fangjia	房价	5678
shouci	首次	5678
zaodian	早点	5678
zuode	做的	5678
duonian	多年	5677
shengyi	生意	5677
tianxia	天下	5677
tong	痛	5677
gaoding	搞定	5676
henduoren	很多人	5676
shimin	市民	5676
bangni	帮你	5675
caifang	采访	5675
huiyi	回忆	5675
lv	率	5675
sile	死了	5675
xinshang	欣赏	5675
feng	封	5674
shi	石	5674
xiang	香	5674
wanle	完了	5673
wuqi	武器	5673
jiaoxue	教学	5672
bawo	把握	5671
changchang	常常	5671
kecheng	课程	5671
weixian	危险	5671
yuji	预计	5671
daxuesheng	大学生	5670
genni	跟你	5669
juban	举办	5669
niandai	年代	5669
guoran	果然	5668
huati	话题	5668
fanhui	返回	5667
jianglai	将来	5667
leng	冷	5667
yan	眼	5667
zhidao	直到	5666
wanan	晚安	5665
yi	易	5665
xinhao	信号	5664
erbushi	而不是	5663
baojia	报价	5662
baoxian	保险	5662
disan	第三	5662
duojiu	多久	5662
jiada	加大	5662
xinxin	信心	5662
yishi	一是	5662
fu	付	5661
doumei	都没	5659
jidian	几点	5659
jiemian	界面	5659
mingxing	明星	5659
pai	派	5659
qizi	妻子	5659
yunyong	运用	5659
zhihao	只好	5659
zixi	仔细	5659
mengxiang	梦想	5658
shuai	帅	5658
zuijia	最佳	5657
faner	反而	5656
bannian	半年	5655
moxing	模型	5655
shuxing	属性	5655
wanzheng	完整	5655
huamian	画面	5654
nvhaizi	女孩子	5654
qudao	渠道	5654
shuofa	说法	5654
toulu	透露	5654
yang	阳	5654
dangchu	当初	5653
fenxiang	分享	5653
hu	胡	5653
zenmeban	怎么办	5653
baoming	报名	5652
chuangjian	创建	5652
huitou	回头	5652
jiaren	家人	5652
taoyan	讨厌	5652
chang	厂	5651
dongwu	动物	5651
zuowan	昨晚	5651
fenpei	分配	5650
nizai	你在	5650
shi	十	5650
yingpian	影片	5650
zugou	足够	5650
budui	部队	5649
jiakuai	加快	5649
pai	排	5649
gaoshou	高手	5648
you	油	5648
youqian	有钱	5648
pubian	普遍	5647
zhuanyong	专用	5647
zhubu	逐步	5647
hexie	和谐	5646
jinhou	今后	5646
lianshang	脸上	5646
qudong	驱动	5646
shu	树	5646
sichuan	四川	5646
ting	停	5646
wusuowei	无所谓	5646
suishi	随时	5645
guangfan	广泛	5644
tiaozhan	挑战	5644
yiba	一把	5644
kuaidi	快递	5643
siwang	死亡	5643
weida	伟大	5642
faxing	发行	5641
liangci	两次	5641
shangchuan	上传	5641
tashuo	他说	5641
zuhe	组合	5641
daolu	道路	5640
xietiao	协调	5640
zhankai	展开	5640
wangba	网吧	5639
yijian	一件	5639
yuedu	阅读	5638
jianmian	见面	5637
kaihui	开会	5637
yibu	一部	5637
zhejiang	浙江	5637
xianjin	先进	5636
yule	娱乐	5636
fangzhi	防止	5635
shuoguo	说过	5635
zazhi	杂志	5635
biaoyan	表演	5634
luoshi	落实	5634
mingling	命令	5634
biaomian	表面	5633
gongxiang	共享	5633
jiaoda	较大	5633
jingtou	镜头	5633
yaoqing	邀请	5633
ao	奥	5632
dage	大哥	5632
jiejin	接近	5632
liuxing	流行	5632
suanshi	算是	5632
xiaoqu	小区	5632
xiazhou	下周	5632
baoliu	保留	5631
jijiang	即将	5631
raner	然而	5631
reqing	热情	5631
changshi	尝试	5629
shipin	食品	5629
youhua	优化	5629
fengkuang	疯狂	5627
jun	军	5627
pai	牌	5627
bantian	半天	5626
caigou	采购	5626
ke	科	5626
shen	身	5626
baise	白色	5625
congming	聪明	5625
fukuan	付款	5625
jiangli	奖励	5625
jingcai	精彩	5625
nashi	那时	5625
yonglai	用来	5625
zuoye	作业	5625
dada	大大	5624
fan	翻	5624
jianzhi	简直	5624
nansheng	男生	5624
shiwu	食物	5624
gexing	个性	5623
xing	星	5623
kanbudao	看不到	5622
suozai	所在	5622
xintai	心态	5622
zhijin	至今	5622
zuihaode	最好的	5622
fayan	发言	5621
sui	随	5621
tie	帖	5621
zhunque	准确	5621
bendi	本地	5620
biran	必然	5620
guanbi	关闭	5620
meihao	美好	5620
quan	权	5620
zhaogu	照顾	5620
zhuanyi	转移	5620
pao	泡	5619
huan	还	5617
jia	价	5617
chufa	出发	5616
mianji	面积	5616
xianyou	现有	5616
aoyun	奥运	5615
cishi	此时	5615
gelei	各类	5615
pizhun	批准	5615
pohuai	破坏	5615
fashi	法师	5614
gongxian	贡献	5614
yingxiao	营销	5614
ershi	二是	5613
gufen	股份	5613
ku	库	5613
shang	商	5613
chang	场	5612
chile	吃了	5612
chuchai	出差	5612
haibu	还不	5612
quanshi	全市	5612
rujin	如今	5612
yu	玉	5612
zhui	追	5612
riqi	日期	5611
gongzuorenyuan	工作人员	5610
xu	须	5610
yaome	要么	5610
jinian	几年	5609
tezheng	特征	5609
wu	物	5609
yinyong	引用	5609
zhanzheng	战争	5609
bei	背	5608
daode	道德	5608
zhang	章	5608
diu	丢	5607
guanjun	冠军	5607
jiazhang	家长	5607
jinrong	金融	5607
shenmeyang	什么样	5607
zhu	朱	5606
bao	宝	5605
baohan	包含	5605
dongli	动力	5605
qiuyuan	球员	5605
budebu	不得不	5604
hongse	红色	5604
jiao	脚	5604
xijie	细节	5604
daduoshu	大多数	5603
jianguo	见过	5603
niandu	年度	5603
ti	体	5603
meiguanxi	没关系	5602
pinzhong	品种	5602
shang	伤	5602
du	都	5601
genghao	更好	5601
jie	解	5601
kanqilai	看起来	5601
benci	本次	5600
kongtiao	空调	5600
fandui	反对	5599
heni	和你	5599
jian	剑	5599
weiyuanhui	委员会	5599
wodou	我都	5599
zan	咱	5599
genzhe	跟着	5598
gonggao	公告	5598
xiede	写的	5598
niye	你也	5597
shehuizhuyi	社会主义	5597
celue	策略	5596
dai	代	5596
di	底	5595
shuchu	输出	5595
yi	亦	5595
zuofa	做法	5595
didi	弟弟	5594
duozhong	多种	5594
fenlei	分类	5594
sun	孙	5594
xianghu	相互	5594
gongying	供应	5593
shouyi	收益	5593
lvse	绿色	5592
renkou	人口	5592
ye	业	5592
chuangye	创业	5591
duome	多么	5591
shi	室	5591
changshang	厂商	5590
gong	工	5590
jiu	旧	5590
pingmu	屏幕	5590
shandong	山东	5590
wunai	无奈	5590
chengwei	称为	5589
jiandu	监督	5589
shengcheng	生成	5589
haoxiang	好象	5588
xianran	显然	5588
daochu	到处	5587
dianchi	电池	5587
duishou	对手	5587
ji	极	5587
pingheng	平衡	5587
dangzhong	当中	5586
dayin	打印	5586
gaozhong	高中	5586
weihe	为何	5586
yihuier	一会儿	5586
zeng	曾	5586
dao	刀	5585
haipa	害怕	5585
huxiang	互相	5585
zhuxi	主席	5585
eluosi	俄罗斯	5584
queshi	却是	5584
xiangxiang	想象	5584
bo	波	5583
chuangkou	窗口	5583
danwo	但我	5583
duzhe	读者	5583
gedi	各地	5583
lvshi	律师	5583
zaojiu	早就	5583
liangzhong	两种	5582
yixiang	一项	5582
zhuangxiu	装修	5582
zhuanhuan	转换	5582
benzhan	本站	5580
fuchu	付出	5580
tie	铁	5580
woqu	我去	5580
ci	词	5579
jinbu	进步	5579
jiqing	激情	5579
ben	笨	5578
caiwu	财务	5578
chufei	除非	5578
liru	例如	5578
shoucang	收藏	5578
baitian	白天	5577
shitou	石头	5577
zhenghe	整合	5577
e	哦	5576
fuzhi	复制	5576
lianggeren	两个人	5576
naer	哪儿	5575
neixin	内心	5575
goucheng	构成	5574
baozhuang	包装	5573
liyu	利于	5573
ya	丫	5573
fangjia	放假	5572
jiujing	究竟	5572
taobao	淘宝	5572
biantai	变态	5571
chongfu	重复	5571
tihui	体会	5571
tui	推	5571
zheng	证	5571
chengnuo	承诺	5570
nanpengyou	男朋友	5570
beiren	被人	5569
chao	炒	5569
qingnian	青年	5569
yindu	印度	5569
youshi	有事	5569
zhonghua	中华	5569
chun	春	5568
ganbu	干部	5568
shua	耍	5568
taida	太大	5568
tingzhi	停止	5568
wuzhi	物质	5568
shu	输	5567
cheliang	车辆	5565
gequ	歌曲	5565
guanfang	官方	5565
haochu	好处	5565
pian	骗	5565
sige	四个	5565
qing	轻	5564
shunbian	顺便	5564
yichang	异常	5564
shouquan	授权	5563
han	含	5562
jumin	居民	5562
qianming	签名	5562
jiang	江	5561
jiu	九	5561
lia	俩	5561
lidu	力度	5561
qian	千	5561
yuce	预测	5561
deshuo	地说	5560
hanshu	函数	5560
miao	秒	5560
natian	那天	5560
neitian	那天	5560
shiyan	试验	5560
yeji	业绩	5560
zhufu	祝福	5560
jici	几次	5559
jiezhe	接着	5559
rizhi	日志	5559
xiangji	相机	5559
zunzhong	尊重	5559
biaozhi	标志	5558
luo	落	5558
xu	徐	5558
busuan	不算	5557
duan	短	5557
gaijin	改进	5557
zhekuan	这款	5557
hefa	合法	5556
lema	了吗	5556
qing	青	5556
tinghao	挺好	5556
yeneng	也能	5556
bujian	不见	5555
fangdichan	房地产	5555
houguo	后果	5555
shangxian	上线	5555
tashi	他是	5555
tidao	提到	5555
yingjian	硬件	5554
haoyou	好友	5553
jie	节	5553
dengji	等级	5552
hangqing	行情	5552
ye	夜	5552
yindao	引导	5552
zhejiu	这就	5552
bingren	病人	5551
chui	吹	5551
yilu	一路	5551
pengdao	碰到	5550
xiehui	协会	5550
yanyuan	演员	5550
haowan	好玩	5549
you	游	5549
beihou	背后	5548
dazao	打造	5548
fapiao	发票	5548
lianmeng	联盟	5548
wendu	温度	5548
anjian	案件	5547
bupa	不怕	5547
tu	土	5547
dongtai	动态	5546
xian	西安	5546
boshi	博士	5545
ertong	儿童	5545
exin	恶心	5545
jie	姐	5545
secai	色彩	5545
ban	板	5544
duoshaoqian	多少钱	5544
shuode	说的	5544
xian	咁	5544
ying	赢	5544
dingdan	订单	5543
nanzi	男子	5543
shenke	深刻	5543
xu	许	5543
bingfei	并非	5542
budan	不但	5542
huoqu	获取	5542
kaosheng	考生	5542
jiuye	就业	5541
suzhi	素质	5541
jidi	基地	5540
xiaoxue	小学	5540
gaizao	改造	5539
jinkou	进口	5539
kanni	看你	5539
ku	苦	5539
pianzi	片子	5539
sannian	三年	5539
youhui	优惠	5539
zhangfu	丈夫	5539
zhi	直	5539
chengguo	成果	5538
duoda	多大	5538
gong	公	5537
mimi	秘密	5536
renti	人体	5536
bo	博	5535
jincheng	进程	5535
jun	君	5535
lan	烂	5535
lianxiang	联想	5535
pi	皮	5535
quanxian	权限	5535
weichi	维持	5535
xiu	秀	5535
yipi	一批	5535
yiweizhe	意味着	5535
yuqi	预期	5535
zhuban	主板	5535
benwang	本网	5534
yaoqu	要去	5534
caihui	才会	5532
didian	地点	5532
kui	亏	5532
yazhou	亚洲	5532
youyou	又有	5532
cun	存	5531
gongchang	工厂	5531
shidang	适当	5531
jichang	机场	5530
jine	金额	5530
zhejitian	这几天	5530
fuben	副本	5529
jianli	简历	5529
qingqing	轻轻	5529
shi	师	5529
xianka	显卡	5529
li	立	5528
su	素	5528
tantao	探讨	5528
zhemeduo	这么多	5528
guanyuan	官员	5527
li	利	5527
shao	烧	5527
shi	诗	5527
wu	吾	5527
di	睇	5526
fenfen	纷纷	5526
ouer	偶尔	5526
